id,verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
2265,0,Facebook posts,"Quotes Gov. Gretchen Whitmer as saying, ""Now is not the time to live by the Constitution, it’s time to put that damn thing in a shredder.""",4/13/2020,social_media,Samantha Putterman,4/29/2020,https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/no-evidence-whitmer-said-its-time-put-constitution/
2266,5,Roger Williams,"""The number of COVID-19 deaths recorded so far in 2021 has surpassed the total for 2020.""",12/2/2021,email,Nusaiba Mizan,1/18/2022,https://www.politifact.com/factchecks/2022/jan/18/roger-williams/williams-accurate-there-were-more-covid-19-deaths-/
2267,0,Donald Trump,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""",6/15/2016,social_media,Louis Jacobson,6/15/2016,https://www.politifact.com/factchecks/2016/jun/15/donald-trump/donald-trump-suggests-barack-obama-supported-isis-/
2268,4,Marco Rubio,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",7/7/2011,news,Amy Sherman,7/13/2011,https://www.politifact.com/factchecks/2011/jul/13/marco-rubio/rubio-says-us-will-pay-russia-50-million-astronaut/
2269,0,Chain email,"Says President Barack Obama told a room of students, ""Children, every time I clap my hands together, a child in America dies from gun violence,"" and then a child told him he could solve the problem by not clapping any more.",3/17/2014,email,Louis Jacobson,3/17/2014,https://www.politifact.com/factchecks/2014/mar/17/chain-email/chain-email-says-child-upbraided-barack-obama-clap/
2270,0,Viral image,No planes are visible in footage of the 9/11 attack.,5/11/2022,social_media,Ciara O'Rourke,5/17/2022,https://www.politifact.com/factchecks/2022/may/17/viral-image/doctored-video-appears-show-911-attack-without-pla/
2271,3,Hillary Clinton,"""I want to freeze interest rates for five years.""",1/31/2008,other,Angie Drobnic Holan,2/26/2008,https://www.politifact.com/factchecks/2008/feb/26/hillary-clinton/clinton-at-times-forgets-major-caveats/
2272,1,Facebook posts,"Video shows the aftermath of a mass shooting in Harrisburg, Pennsylvania.",7/4/2022,social_media,Gabrielle Settles,7/6/2022,https://www.politifact.com/factchecks/2022/jul/06/facebook-posts/there-was-no-mass-shooting-harrisburg-fourth-july-/
2273,0,Facebook posts,"CNN is recycling crisis actors in reports about a man dying in Afghanistan in 2021 and at the Uvalde, Texas, school shooting in 2022.",5/25/2022,social_media,Samantha Putterman,5/27/2022,https://www.politifact.com/factchecks/2022/may/27/facebook-posts/no-cnn-didnt-report-same-man-died-afghanistan-and-/
2274,4,Newt Gingrich,"""We balanced the budget with the 1997 Balanced Budget Act, and ultimately had four consecutive balanced budgets.""",1/26/2012,speech,Louis Jacobson,1/27/2012,https://www.politifact.com/factchecks/2012/jan/27/newt-gingrich/newt-gingrich-revises-claim-balanced-budgets-impro/
2275,1,Viral image,"""DirecTV cancels OAN after Joe Biden orders media outlets and tech giants to banish voices that deviate from the regime’s official narrative.""",1/17/2022,social_media,Ciara O'Rourke,1/19/2022,https://www.politifact.com/factchecks/2022/jan/19/viral-image/no-biden-didnt-order-media-companies-banish-voices/
2276,3,Chain email,"Obama ""closed offshore tax safe havens.""",11/19/2009,email,Robert Farley,11/19/2009,https://www.politifact.com/factchecks/2009/nov/20/chain-email/chain-e-mail-claims-obama-closed-offshore-tax-safe/
2277,2,Ted Cruz,"""I have not insulted Donald personally.""",1/28/2016,speech,Louis Jacobson,1/28/2016,https://www.politifact.com/factchecks/2016/jan/29/ted-cruz/ted-cruz-said-he-never-insulted-donald-trump-recor/
2278,5,John Boehner,"""Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.""",1/5/2011,speech,Stephen Koff,1/10/2011,https://www.politifact.com/factchecks/2011/jan/10/john-boehner/house-speaker-john-boehner-has-right-count-magnitu/
2279,0,Donald Trump,"""If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?""",12/15/2016,social_media,Miriam Valverde,12/15/2016,https://www.politifact.com/factchecks/2016/dec/15/donald-trump/pants-fire-trump-tweet-about-russian-hacking-probe/
2280,2,Joe Biden,"""We weren't told they wanted more security "" for diplomatic facilities in Libya.",10/11/2012,speech,Jon Greenberg,10/12/2012,https://www.politifact.com/factchecks/2012/oct/12/joe-biden/biden-says-we-werent-told-Libya-security-requests/
2281,5,Dick Cheney,"""The number of terrorists out there"" has doubled.",6/22/2014,television,Katie Sanders,6/22/2014,https://www.politifact.com/factchecks/2014/jun/22/dick-cheney/dick-cheney-number-terrorists-has-doubled/
2282,2,Viral image,"Says John F. Kennedy ""smoked cannabis in the White House, while president, because he suffered from severe back pain and Addison's disease.""",1/30/2020,social_media,Tom Kertscher,2/7/2020,https://www.politifact.com/factchecks/2020/feb/07/viral-image/no-evidence-president-john-f-kennedy-smoked-mariju/
2283,0,Facebook posts,"When using an ATM, customers should ""press the cancel button twice before inserting the card. If anyone has set up the keypad to steal your pin code, this will cancel that set up.""",1/16/2019,social_media,Samantha Putterman,1/22/2019,https://www.politifact.com/factchecks/2019/jan/22/facebook-posts/does-pressing-cancel-twice-atm-protect-your-pin-be/
2284,1,Joe Biden,"""If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.""",2/16/2021,television,Louis Jacobson,2/18/2021,https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-bidens-town-hall-mistake-about-inflation-index/
2285,3,Saxby Chambliss,"""The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo.""",11/19/2013,speech,Willoughby Mariano,12/2/2013,https://www.politifact.com/factchecks/2013/dec/02/saxby-chambliss/chambliss-statement-partially-true-needs-context/
2286,0,Debbie Wasserman Schultz,"Says Marco Rubio said ""we should be considering internment"" of Muslims, and ""maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party.""",12/9/2015,news,Amy Sherman,12/10/2015,https://www.politifact.com/factchecks/2015/dec/10/debbie-wasserman-schultz/debbie-wasserman-schultz-wrongly-says-marco-rubio-/
2287,3,Terry McAuliffe,"""Time and again Glenn Youngkin has made it clear: He would ban abortion as governor.""",9/17/2021,social_media,Warren Fiske,9/23/2021,https://www.politifact.com/factchecks/2021/sep/23/terry-mcauliffe/mcauliffe-stretches-youngkins-opaque-anti-abortion/
2288,1,Facebook posts,"""Arizona audit"" shows 86,391 voters ""don’t appear to exist.""",9/28/2021,social_media,Amy Sherman,9/30/2021,https://www.politifact.com/factchecks/2021/sep/30/facebook-posts/distorted-claim-86391-voters-maricopa-dont-appear-/
2289,2,Eric Cantor,"""Over the last 20 years, the world has changed. It used to be that one could make a career out of working for one company. Today, the average worker stays at his or her job for barely four years.""",2/5/2013,speech,Nancy Madsen,3/12/2013,https://www.politifact.com/factchecks/2013/mar/12/eric-cantor/cantor-says-job-longevity-has-decreased-during-las/
2290,5,Hillary Clinton,"""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",2/23/2016,advertisement,C. Eugene Emery Jr.,2/26/2016,https://www.politifact.com/factchecks/2016/feb/26/hillary-clinton/hillary-clinton-says-blacks-more-likely-be-arreste/
2291,1,Bloggers,"""Pfizer launches final study for COVID drug that's suspiciously similar to 'horse paste'"" ivermectin.",9/28/2021,blog,Tom Kertscher,9/30/2021,https://www.politifact.com/factchecks/2021/sep/30/blog-posting/drug-pfizer-studying-covid-19-not-suspiciously-sim/
2292,0,Facebook posts,"""In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.""",3/30/2012,social_media,Erin O'Neill,4/15/2012,https://www.politifact.com/factchecks/2012/apr/15/facebook-posts/gas-out-boycott-1997-pushed-gasoline-prices-down-3/
2293,2,Allen West,"""Currently we have some 40-45% of Americans who are not paying any taxes.""",4/26/2010,campaign,Amy Sherman,4/28/2010,https://www.politifact.com/factchecks/2010/apr/28/allen-west/west-says-nearly-half-americans-pay-no-taxes/
2294,3,Bernie Sanders,"""One out of four corporations doesn't pay a nickel in (federal income) taxes.""",9/24/2013,television,Jon Greenberg,9/26/2013,https://www.politifact.com/factchecks/2013/sep/26/bernie-sanders/sanders-one-out-four-corporations-pay-no-taxes/
2295,4,Joe Biden,"Asked about asylum seekers in camps in Mexico, ""This is the first time ever you've had to seek asylum in a third country.""",8/6/2020,news,Miriam Valverde,8/12/2020,https://www.politifact.com/factchecks/2020/aug/12/joe-biden/fact-checking-joe-bidens-claim-asylum-seekers-mexi/
2296,3,Donald Trump,"""You have areas of Pennsylvania that are barely affected and [the governor wants] to keep them closed.""",5/14/2020,speech,Jessica Calefati,5/18/2020,https://www.politifact.com/factchecks/2020/may/18/donald-trump/fact-checking-trumps-claim-gov-tom-wolf-keeping-pa/
2297,2,Elizabeth Warren,"""Today in America — a new study came out — 20 years out, whites who borrowed money, 94% of them have paid off their student loan debt; 5% of African Americans have paid it off.""",11/20/2019,speech,Tom Kertscher,11/21/2019,https://www.politifact.com/factchecks/2019/nov/21/elizabeth-warren/elizabeth-warren-misstates-findings-racial-dispari/
2298,1,Adam Putnam,"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""",5/4/2010,campaign,Aaron Sharockman,5/6/2010,https://www.politifact.com/factchecks/2010/may/06/adam-putnam/adam-putnam-places-perennial-loser-tag-agriculture/
2299,3,National Republican Congressional Committee,"Obamacare includes a ""$700 billion cut from Medicare for seniors.""",2/12/2014,advertisement,Steve Contorno,2/14/2014,https://www.politifact.com/factchecks/2014/feb/14/national-republican-congressional-committee/nrcc-says-obamacare-cuts-money-medicare-and-senior/
2300,1,Viral image,"Video shows a ""Russian pilot"" escaping from jets and a Russian aircraft getting hit by a missile.",5/22/2022,social_media,Ciara O'Rourke,5/23/2022,https://www.politifact.com/factchecks/2022/may/23/viral-image/video-game-not-combat-ukraine/
2301,1,Viral image,"Says Rachel Levine ""is telling us that Dr. Seuss books and Mr. Potato Head are bad for the children.""",3/9/2021,social_media,Ciara O'Rourke,3/12/2021,https://www.politifact.com/factchecks/2021/mar/12/viral-image/no-rachel-levine-didnt-say-dr-seuss-books-and-mr-p/
2302,1,Bloggers,"""WHO now saying you do not need to wear a mask.""",1/25/2021,blog,Ciara O'Rourke,2/1/2021,https://www.politifact.com/factchecks/2021/feb/01/blog-posting/who-did-not-say-you-dont-need-wear-mask/
2303,5,Rick Santorum,"Says Rick Perry ""provided in-state tuition... for illegal immigrants.""",9/1/2011,speech,Sue Owen,9/22/2011,https://www.politifact.com/factchecks/2011/sep/23/rick-santorum/rick-santorum-says-rick-perry-provided-state-colle/
2304,1,Donald Trump,"Canadian-born Ted Cruz ""has had a double passport.""",1/5/2016,news,W. Gardner Selby,1/6/2016,https://www.politifact.com/factchecks/2016/jan/06/donald-trump/donald-trump-incorrectly-says-ted-cruz-has-had-dou/
2305,4,Ted Cruz,Says David Dewhurst skipped nine candidate forums after announcing his U.S. Senate candidacy.,9/21/2011,campaign,Sue Owen,10/3/2011,https://www.politifact.com/factchecks/2011/oct/03/ted-cruz/ted-cruz-says-david-dewhurst-ducked-nine-us-senate/
2306,5,Pam Bondi,Says women care most about jobs and the economy,8/27/2012,news,Katie Sanders,8/29/2012,https://www.politifact.com/factchecks/2012/aug/29/pam-bondi/pam-bondi-says-women-care-most-about-jobs-and-econ/
2307,5,Joe Biden,"""Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.""",4/15/2020,speech,Victoria Knight,4/22/2020,https://www.politifact.com/factchecks/2020/apr/22/joe-biden/biden-says-trump-agency-isnt-doing-enough-protect-/
2308,1,Herman Cain,"The 9-9-9 plan ""does not raise taxes on those that are making the least.""",10/18/2011,speech,Angie Drobnic Holan,10/18/2011,https://www.politifact.com/factchecks/2011/oct/19/herman-cain/herman-cain-says-9-9-9-plan-does-not-raise-taxes-t/
2309,1,Facebook posts,Says the WIC program was created by the Black Panthers to help feed single mothers and children in their communities.,2/26/2019,social_media,Samantha Putterman,3/5/2019,https://www.politifact.com/factchecks/2019/mar/05/facebook-posts/no-black-panthers-did-not-create-wic-program/
2310,1,Mitt Romney,"Several times, Obama ""has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""",3/2/2010,other,Angie Drobnic Holan,3/15/2010,https://www.politifact.com/factchecks/2010/mar/15/mitt-romney/obama-remarks-never-true-apology/
2311,5,Barack Obama,"""The Border Patrol has 20,000 agents – more than twice as many as there were in 2004.""",5/10/2011,speech,Robert Farley,5/10/2011,https://www.politifact.com/factchecks/2011/may/10/barack-obama/obama-says-border-patrol-has-doubled-number-agents/
2312,3,Nancy Pelosi,"The Congressional Budget Office analysis of the health insurance reform legislation says the bill ""cuts the deficit by $1.2 trillion in the second 10 years.""",3/18/2010,news,Robert Farley,3/18/2010,https://www.politifact.com/factchecks/2010/mar/18/nancy-pelosi/pelosi-cbo-says-health-reform-bill-would-cut-defic/
2313,3,Republican Party of Florida,"Says Charlie Crist ""voted against raising the minimum wage.""",7/8/2014,campaign,Joshua Gillin,7/17/2014,https://www.politifact.com/factchecks/2014/jul/17/republican-party-florida/charlie-crist-voted-against-minimum-wage-hike-flor/
2314,1,Instagram posts,The storming of the Capitol was staged.,1/6/2021,social_media,Ciara O'Rourke,1/7/2021,https://www.politifact.com/factchecks/2021/jan/07/instagram-posts/no-storming-capitol-wasnt-false-flag/
2315,3,Ron Johnson,"Says he ""started"" the Pacur plastics manufacturing company he owns.",4/29/2016,other,Tom Kertscher,5/4/2016,https://www.politifact.com/factchecks/2016/may/04/ron-johnson/incomplete-claim-sen-ron-johnson-started-pacur-his/
2316,4,Bernie Sanders,"""When Fidel Castro came into office, you know what he did? He had a massive literacy program.""",2/23/2020,news,Jon Greenberg,2/24/2020,https://www.politifact.com/factchecks/2020/feb/24/bernie-sanders/sanders-correct-cuba-literacy-campaign-skimps-prop/
2317,1,Donald Trump,"""Germany owes ... vast sums of money to NATO & the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!""",3/18/2017,social_media,Allison Graves,3/19/2017,https://www.politifact.com/factchecks/2017/mar/19/donald-trump/fact-check-donald-trump-says-germany-owes-vast-sum/
